,_id
140929,53e9b732b7602d97042c8ad4
107440,53e9aa24b7602d9703392f70
64776,558ac90c84ae84d265bfa049
10856,53e9be0fb7602d9704ac6608
108419,53e997f1b7602d9701ff199d
69611,53e99822b7602d9702042498
99120,53e99aedb7602d9702378e7a
15478,53e9b879b7602d970444a424
126902,53e9ad1fb7602d97036ff511
27833,5c0f70e7da562944ac6281b6
63047,53e9ae90b7602d97038b1643
27572,53e998e8b7602d970212249c
39444,53e9acbcb7602d97036987c1
76018,53e9b52db7602d9704062dc7
77173,53e99ceeb7602d97025a5f8f
106998,53e9a7d6b7602d9703118387
89058,53e99a67b7602d97022d792b
81493,53e9b542b7602d97040778a7
38283,53e9bca5b7602d9704923c3f
43744,57a4e927ac44365e35c9a1f3
107310,53e99ecab7602d97027929ac
134399,53e9a6dfb7602d9703016c96
93950,53e9b089b7602d9703af1d2b
73637,53e9aca7b7602d9703683d8e
69556,573696216e3b12023e532e3c
88719,53e99bdcb7602d970248571e
92807,53e9a2ceb7602d9702bd50e8
69718,53e99976b7602d97021b4d4e
117199,53e9abb2b7602d970355e0f7
99818,53e99ad1b7602d970235531f
137208,53e9b4abb7602d9703fbac2d
40502,5550450f45ce0a409eb5346c
46535,53e9b267b7602d9703d0978e
125013,53e9b693b7602d97042070bc
10565,53e9a841b7602d970318bfe0
139911,53e9b672b7602d97041dbe26
18818,56d8dfb2dabfae2eee0a1c6d
143836,53e9ba39b7602d970464860f
51961,557d42bf6feeaa8086da8e39
68901,558c557fe4b02b9f07a67f16
85972,53e9a9a9b7602d97033046b2
43697,5a260c7d17c44a4ba8a2fed5
111281,53e9b7fcb7602d97043b1611
30156,5582831c0cf2b2c1f110dff0
93586,558a4c55e4b037c087564dfe
106744,53e9ba9ab7602d97046c18d6
142064,53e9a003b7602d97028e719f
51245,53e9ae43b7602d970385c8c0
47792,53e9a610b7602d9702f3d670
143364,53e9a9f6b7602d970335c3fd
21759,53e9a645b7602d9702f73d6d
88825,53e997f1b7602d9701feefea
57541,5736968a6e3b12023e595b78
110818,53e99dd4b7602d970269637d
22835,53e9af53b7602d970399233d
92761,53e99de9b7602d97026ad275
111279,53e9afa5b7602d97039f0043
95021,53e99f34b7602d9702800786
108295,558b285b84ae84d265c1cfc7
19522,53e9acf6b7602d97036d41da
127568,5b6559df4e5c195ff050999f
75392,53e9aa9cb7602d9703418889
118787,53e999b4b7602d97021f7a0b
1881,58d82fced649053542fd6b95
46268,558a5df484ae84d265bd2e48
112437,53e9ab07b7602d9703488ef9
120563,53e9bc6eb7602d97048e925b
140868,53e9b0ccb7602d9703b45e1b
35580,53e9afc7b7602d9703a17b3c
38314,557f05946fee0fe990cae2d0
81517,53e9b866b7602d97044300ce
89670,53e9af13b7602d970394d65e
140325,558c1e33e4b00c3c48e0569a
118142,53e9ab6fb7602d970350dcd7
133037,558a91aee4b0b32fcb37971c
46081,5c7a690f4895d9cbc6def061
58459,53e99858b7602d97020916c1
80440,53e9990db7602d970214b70b
84676,557fda396fee0fe990cb20fd
108111,53e9b6abb7602d9704227dc1
91528,53e9b52db7602d9704065f85
3731,53e9ae29b7602d970383c684
117879,5aed14b617c44a4438156bbb
114821,53e9b839b7602d97043f97c5
103529,53e9997eb7602d97021bf3e2
55169,53e9b63bb7602d970419a366
85800,558bd43ee4b0cfb70a1a112e
108131,53e9b6e8b7602d970427d69f
19416,558a9529e4b031bae1f87a2f
68726,558c393384ae6766fdf1c716
83057,558b568be4b0b32fcb3c184d
31983,53e99bf0b7602d970249a845
109660,53e99c60b7602d9702512fca
60875,53e9b166b7602d9703beb072
33963,53e9a3a5b7602d9702cb52b6
127714,53e99c66b7602d97025144e3
58197,53e9a15bb7602d9702a4c443
59493,53e9b5f3b7602d9704146e4e
130296,59ae3c022bbe271c4c71d044
138169,53e9b6d0b7602d970425ba87
4383,53e9b290b7602d9703d39565
89089,53e99e13b7602d97026d46fb
61157,53e9b4e9b7602d97040106ab
118495,53e9af7ab7602d97039bd34e
37552,53e9bbdbb7602d970482dac9
6275,558ad2e7e4b0b32fcb3915b5
14294,558aa74ee4b0b32fcb3811fa
24198,53e9b2bfb7602d9703d6848f
123350,53e9a131b7602d9702a20771
96160,53e9b0d8b7602d9703b53253
19860,53e9a408b7602d9702d23fc2
13753,5c77f08d4895d9cbc667df54
68759,53e9a7d6b7602d970311814d
39785,53e9a749b7602d970308229e
100758,53e9ac7bb7602d970364fdb4
50462,53e9a1eeb7602d9702af0a36
87736,53e9b489b7602d9703f8ddc2
3219,53e9af19b7602d970395485b
53514,53e9b2f5b7602d9703db5465
33988,558b10cbe4b037c0875ad1d8
67498,53e99eb5b7602d9702780aa7
15330,53e9b109b7602d9703b8836d
97471,555040a645ce0a409eb35a8c
32690,557c6583f66765fbb46b1fb2
55375,558a6fdde4b0b32fcb36cdf7
105462,53e9b37bb7602d9703e5d50b
16631,53e9b634b7602d970418c1ce
108919,53e9b708b7602d970429edbb
29597,57a4e912ac44365e35c95f42
121960,53e9b0fbb7602d9703b75489
59483,53e9a255b7602d9702b5df5d
87867,53e9a17fb7602d9702a73fc2
18836,558c5f76e4b00c3c48e1ed5a
36693,53e9b4bfb7602d9703fdb929
65552,53e99f4fb7602d970282225c
71626,53e9bc10b7602d97048742e2
51211,573695476e3b12023e474353
105852,53e9bacab7602d97046fae38
148100,558a3988e4b037c08755e098
51055,59ae3c022bbe271c4c71c96d
145326,53e99853b7602d970208a527
22754,53e99a5cb7602d97022c406a
42476,53e9b2ccb7602d9703d79920
145024,53e9bb36b7602d9704775dc0
4705,53e99ea0b7602d9702768c82
16101,53e99fa9b7602d97028830ec
48076,558a8bce84ae84d265be3e25
132668,53e99de1b7602d97026a1de4
130377,53e99f78b7602d970284db77
12029,53e9ac19b7602d97035dc52b
86410,55465e0c0cf2939c2fee97d1
103461,53e9bd98b7602d9704a44a92
72326,53e9b701b7602d97042997df
106595,557efb83f6678c77ea227220
134167,53e9ac89b7602d9703661ccb
30197,558ab741e4b031bae1f93f81
53062,53e9bdf6b7602d9704aa59c4
133999,53e9bd5ab7602d97049f516b
4866,558acd4684ae84d265bfb7fc
23557,53e9a3f5b7602d9702d0f564
10884,53e9b79fb7602d9704344d32
134524,53e9a547b7602d9702e6eafc
88617,53e99a67b7602d97022d329e
140180,53e9a7f8b7602d9703138390
66749,557d20286feeaa8086da6e06
59125,558b0da8e4b031bae1fb42ee
146925,53e9a9a9b7602d9703307408
43135,53e9a19ab7602d9702a8da03
134224,53e9ab13b7602d97034963d8
69288,53e999aeb7602d97021f5cbf
2352,5b1643998fbcbf6e5a9bbd75
32834,53e9b77cb7602d970431fc1d
4212,53e9b73ab7602d97042d3742
43121,53e9afa6b7602d97039f5b8c
95550,53e9ad26b7602d970370a487
93174,53e9bdbfb7602d9704a6e99c
148744,558c500084ae6766fdf258d6
26628,53e9b8ccb7602d97044ab5c2
99754,53e9b755b7602d97042f7b34
23886,53e9988cb7602d97020c7210
120738,558ac97fe4b037c087592730
96927,53e99adcb7602d970235f143
77771,53e9bbcfb7602d970481c8c1
41282,55465e1d0cf2939c2fee9c41
19138,5b8c9f2b17c44af36f8b4d55
57686,53e99dfeb7602d97026c38a4
96472,53e99b04b7602d9702393536
148442,558c5ceee4b02b9f07a6abee
58949,5c8a2c174895d9cbc61f3080
58634,53e9b3cdb7602d9703eb7a37
104205,53e99ab2b7602d9702329bd3
76767,53e9b422b7602d9703f1ae20
30888,53e9b166b7602d9703beba1b
617,53e9ad87b7602d970377b0d7
107745,53e9a6cbb7602d9703001ec9
46087,53e998b8b7602d97020f4c9d
53372,53e99d5db7602d9702614ded
4914,53e9a018b7602d97028ff76d
57870,53e9b641b7602d970419ec71
113425,53e9a432b7602d9702d4b89e
79815,558b6a65e4b0b32fcb3c7c4b
14852,53e9b7b4b7602d970435a7c4
139106,53e9bc32b7602d97048a4653
59367,558a6885e4b0b32fcb36a351
24180,558ac7d1e4b031bae1f9a1d8
67931,558b32a7e4b0b32fcb3b478a
94941,5550403e45ce0a409eb331af
81683,53e99c52b7602d9702501ec3
31807,53e9b6fab7602d970428de6c
71985,53e9a6bbb7602d9702fefdcd
142330,53e9a06cb7602d9702951ea2
99546,53e9ae76b7602d9703891e10
78766,53e9a3e7b7602d9702cfebc8
48595,53e9ab82b7602d970352ba55
91536,53e9ac0cb7602d97035cfb8d
149534,58437718ac44360f1082de52
114213,53e9b8c7b7602d97044a8964
149849,53e9baadb7602d97046db04b
101475,53e9a8c5b7602d97032163da
142955,53e9bc05b7602d9704864ba5
139979,53e99ea7b7602d97027724f3
2050,53e9b1d1b7602d9703c61fef
122257,53e9b808b7602d97043b97d6
69375,53e9b850b7602d97044141cb
19279,53e9a8d4b7602d9703222aa5
61143,53e9bc96b7602d9704917daa
37479,53e9b661b7602d97041c05fe
4882,53e9baf2b7602d97047267f5
8514,53e9999eb7602d97021e4328
40465,53e99ea0b7602d9702768373
99250,53e9a081b7602d9702967b9d
47468,5aed14d117c44a44381581e2
55531,53e9a464b7602d9702d81dae
29808,558a5bf484ae84d265bd22d8
97216,53e9bbc2b7602d970480e2e5
148346,53e99aacb7602d9702324932
8509,5736958a6e3b12023e4aad47
64039,53e9a9a2b7602d9703301816
132351,53e99ca8b7602d970255709a
65674,53e9be72b7602d9704b3758f
35471,53e9a108b7602d97029f6ac5
100909,5583ca140cf2a1f3dc49bfe2
96456,53e9b65bb7602d97041bbf74
103308,53e9a4e4b7602d9702e07608
10265,53e9a439b7602d9702d548c8
138793,53e9b068b7602d9703ace092
125200,53e99cdfb7602d9702596789
66430,53e99a43b7602d97022a556c
45448,5c8b8f594895d9cbc6998f65
48860,53e9aaf4b7602d97034780da
84562,53e9afb4b7602d9703a0567e
8829,53e9aa5cb7602d97033cb3da
104480,53e9bb15b7602d9704751aed
69045,53e9bacfb7602d97046fc145
4678,558bb6a584ae6766fdeecfe8
11098,53e9b26fb7602d9703d155f5
81626,53e9a885b7602d97031d3a3e
23977,53e9b627b7602d970418054f
144322,53e9ac54b7602d9703623175
90444,53e9b7d9b7602d970438897d
52592,53e99e71b7602d97027370b6
113064,53e9a35fb7602d9702c68e6c
125473,53e9a091b7602d970297722a
37644,53e9b6b9b7602d970423f96d
86840,53e99a92b7602d97023083d0
37666,53e9a479b7602d9702d98685
6069,53e99a98b7602d97023102d8
89876,53e99b1bb7602d97023ae6d4
5868,53e9bac2b7602d97046f282f
139649,53e9a704b7602d9703036d9b
39488,55465dab0cf2939c2fee7f99
97341,53e99c13b7602d97024c3150
115894,53e9a76eb7602d97030a98c2
71978,53e9b43db7602d9703f3744e
44772,53e9b666b7602d97041c7f99
38847,53e9b0fbb7602d9703b79f27
45050,558bfc79e4b02b9f07a46b9c
62262,53e99beab7602d9702490b96
86891,53e99f19b7602d97027e890e
124797,53e9a13fb7602d9702a2ea6a
118146,53e9bcfdb7602d9704984f35
6320,53e9b86db7602d97044381c8
47778,558af678e4b031bae1fab82e
48357,5736968b6e3b12023e596054
138254,53e9b532b7602d9704068f6a
94624,53e9ac76b7602d9703649515
90979,53e9a9cbb7602d970332ae89
79768,53e99afeb7602d970238f4d2
7327,53e9a6bbb7602d9702fedcf4
22444,557da1c1f6678c77ea21befd
125713,53e99bfeb7602d97024ab397
39985,53e99fddb7602d97028b7cca
85348,53e9bdf6b7602d9704aa828a
28522,53e99b04b7602d9702392671
13150,53e9b6d1b7602d970425df4d
17693,53e9ad26b7602d9703707ecc
127972,5a14e1890cf2dcc70c05914e
27380,53e99ae1b7602d9702366a1c
19767,53e9a5e9b7602d9702f17c83
62798,53e9a7f1b7602d9703130c4c
110966,53e9be1bb7602d9704ad853a
32667,53e9ab07b7602d970348dc20
120088,53e99adcb7602d970235ed00
121262,53e99dbfb7602d97026826a9
146035,53e9ad47b7602d970372d6c8
77746,53e9b74ab7602d97042e79af
44893,58416249b52b8b27eca07802
139361,53e9b946b7602d97045341e6
148694,53e9b310b7602d9703dd51ef
62630,53e998a3b7602d97020ddcff
125360,53e9bd6fb7602d9704a0c76b
96556,53e99846b7602d9702077c1d
117858,53e9ad68b7602d9703753a7f
37457,53e9bc53b7602d97048ca505
37495,573695b56e3b12023e4d2913
114362,53e9bd37b7602d97049c2651
46671,53e9b946b7602d97045338c6
115989,53e99e1ab7602d97026db24b
53815,53e9b4bfb7602d9703fdacab
111705,53e9bdefb7602d9704aa5032
106143,53e9bb5ab7602d970479ad9a
105641,53e99f27b7602d97027f4672
103753,5550433945ce0a409eb4676f
2226,573695546e3b12023e47eaef
94448,557e774e6fee0fe990ca9ca6
145265,53e9be21b7602d9704ad937a
115304,53e9af1fb7602d9703956c1e
31991,53e99ccab7602d970257cdc3
62180,53e9b3d4b7602d9703ec1e3a
86210,557f3b13f6678c77ea228ffc
54337,53e9b349b7602d9703e21401
13351,53e9ba84b7602d97046a9685
121108,5a73cbb817c44a0b3035e295
109143,53e9a2e4b7602d9702bee0d9
140414,53e9b532b7602d9704067d73
80,53e9a743b7602d970307c6c3
88549,53e9b78ab7602d9704333b5f
69027,53e9a401b7602d9702d17fbf
34784,558a869fe4b037c08757a9a3
143726,53e9b577b7602d97040b4622
145200,55503f0645ce0a409eb2bbb5
138123,53e9b945b7602d9704530c91
41395,53e99c21b7602d97024cf316
63526,53e99cafb7602d97025612be
35790,53e9b1b0b7602d9703c3ff44
105818,53e99cc2b7602d970257a427
110574,558a533f84ae84d265bcee6e
127592,53e9b0edb7602d9703b67542
126251,53e9be3cb7602d9704afab14
120966,5aed14c317c44a4438157b27
47443,53e99d28b7602d97025db9dd
19739,53e9a374b7602d9702c7d910
76939,555040ab45ce0a409eb35c6c
125049,53e9b029b7602d9703a83d79
106875,558aa2f7e4b0b32fcb37f89d
49200,53e99e6ab7602d970272f15b
141981,53e9aab0b7602d970342e4b5
25593,53e9b443b7602d9703f3c23e
16247,53e9aec4b7602d97038ee28f
77281,53e9b968b7602d9704558a99
95114,56d82136dabfae2eeebd94a0
72797,53e99893b7602d97020cdc74
125695,558acb2284ae84d265bfab61
107154,53e9b395b7602d9703e78c67
17733,53e9a81fb7602d9703162d46
139600,53e9a1f3b7602d9702af2533
40032,53e9a2ceb7602d9702bd96ba
35850,53e9989cb7602d97020d6a0c
111052,53e9be44b7602d9704b03bbe
52030,53e9baecb7602d970471f27a
21509,5489005845ce471f909e7fd0
84496,53e9af2db7602d9703969ef5
47288,53e9a789b7602d97030c3f7f
114692,53e9a5e9b7602d9702f1596c
13282,53e9b833b7602d97043f1704
145676,53e9bb53b7602d97047943f3
56033,53e9b98ab7602d970457890a
119297,53e9aeddb7602d9703906b0b
78250,53e99a6db7602d97022dcb79
56911,5c7572aff56def9798833fde
97596,53e9bc79b7602d97048f98f9
93053,53e9aa33b7602d97033a3dcf
3525,53e9b179b7602d9703c0263a
145570,558a5cefe4b031bae1f73069
69695,53e9a3bab7602d9702ccc604
36090,53e99fc9b7602d97028a560a
31214,53e9a1dbb7602d9702adaf12
7119,558b61d5e4b031bae1fd1283
28655,558a6ffde4b037c0875722cb
136905,53e9be34b7602d9704aef0a5
101672,53e9b768b7602d970430c6c7
121866,53e9ad3bb7602d9703720702
149464,53e9ae90b7602d97038b1bda
111629,5550421c45ce0a409eb3febf
104816,53e9a52cb7602d9702e4ed30
33113,53e9a301b7602d9702c0ec4a
81267,53e9a8b7b7602d9703204e92
47356,53e9ab26b7602d97034b342a
126957,53e9a36db7602d9702c793ec
113533,53e999c3b7602d970220b2be
56255,53e9ac39b7602d9703600d59
141370,5736967f6e3b12023e58b293
139026,59a0f5940cf2d80cd3a1dafb
51765,53e9bc53b7602d97048c9c90
28990,53e9a819b7602d970315e567
76232,53e9be6cb7602d9704b2f781
123982,558a67f9e4b0b32fcb369fab
111322,53e99fe4b7602d97028c280f
96063,573695ae6e3b12023e4cc8fa
86871,53e9b2c6b7602d9703d7441d
31992,53e9a3a5b7602d9702cb23b8
119023,573696366e3b12023e5434d2
139831,53e9a8f1b7602d970323f8c8
133816,53e9ac69b7602d970363ba1f
24737,558a585984ae84d265bd0d15
127634,53e9b26eb7602d9703d102bb
28798,53e9a69fb7602d9702fd0cb3
92849,5550400a45ce0a409eb31caf
48718,53e99fe4b7602d97028c4981
52548,55465e8c0cf2939c2feeb811
62015,558c11ba84ae6766fdf0de23
112712,557e787bd19faf961d169eac
96928,53e9b159b7602d9703bdb602
34149,53e9abb2b7602d97035614f0
112937,53e9b1ffb7602d9703c945cf
81949,557c4b2b08b02739a5ca373c
66507,557e0222f6678c77ea21f381
93560,53e9b35ab7602d9703e38cc8
41824,53e9bde2b7602d9704a93eb2
84987,53e9b24db7602d9703ced972
140418,53e9bc8eb7602d970490b5b8
126660,53e9ad68b7602d97037548a5
13514,53e9a8e2b7602d970322fc85
32178,53e9a0aeb7602d9702998dda
61797,53e9a387b7602d9702c94d84
136624,53e99aa5b7602d970231b5e3
78180,56d92622dabfae2eeebc1b8c
6818,53e9ba7db7602d97046a08e7
51508,53e9bb9bb7602d97047e53c2
96018,558a8b2d84ae84d265be3aa7
59411,53e9ad77b7602d9703769e87
95157,53e9abc9b7602d970357bd45
29249,53e99e78b7602d970273ba24
98957,53e9b246b7602d9703ce666c
94518,53e99ac4b7602d970234554f
65650,53e9b350b7602d9703e27186
35921,53e9b968b7602d97045599d1
60833,53e9a091b7602d97029789f9
140119,53e9ab73b7602d9703516436
120647,53e9a5a1b7602d9702ecbb74
142901,53e9bce0b7602d97049638c3
140263,5c757de5f56def9798b3317b
20004,53e9b188b7602d9703c0fdac
110618,5b67b49517c44aac1c86518f
49301,53e9b65bb7602d97041bb63c
54797,53e9ba75b7602d970469542c
34411,53e9a7ddb7602d9703119639
43747,53e9b83fb7602d97043ff02a
5235,53e9aefcb7602d970392ebb7
7299,53e9a65fb7602d9702f8fbd1
66234,557d0191f667eeed561961f1
100122,53e99b86b7602d970242e951
104002,5c2ff92adf5b8c0b3cee7e05
14048,55465e490cf2939c2feea72e
135042,573696586e3b12023e564f44
31089,5550486c45ce0a409eb6e2fe
64082,53e9ae97b7602d97038b9063
141085,53e9a0b5b7602d970299d850
67345,53e9baecb7602d970471c7bf
12258,53e9a31fb7602d9702c285e4
3072,557cd6b96feeaa8086da2583
43620,53e9b90bb7602d97044f23d7
42345,557d9f22d19faf961d1624ea
101418,558a8b28e4b0b32fcb377115
117174,53e99b1bb7602d97023af195
14453,53e9af9ab7602d97039e7950
2407,53e9ace1b7602d97036bc557
16924,53e99ae6b7602d970236ccd3
4140,55a3fff7c91b587b09696a4e
128458,53e9ac12b7602d97035d29a1
57009,53e9ac39b7602d97036002e0
105408,53e9a3e1b7602d9702cf75d8
37499,53e9b65bb7602d97041b90b5
5591,55323c3945cec66b6f9db8da
115932,53e9bc68b7602d97048e5953
78167,53e9b77cb7602d9704320140
148632,53e9b048b7602d9703aa7fc5
134744,53e9a5fdb7602d9702f27f65
92881,53e99b4ab7602d97023eb962
92875,53e9b929b7602d9704514bc9
63731,53e9b500b7602d9704030c32
4419,53e9bdf6b7602d9704aa932d
8787,558c51ba84ae6766fdf26206
5534,53e9bc87b7602d970490683b
103034,558ac518e4b0b32fcb38c324
118549,53e9ae84b7602d97038a30bb
91739,53e9a62eb7602d9702f5ab97
146329,5c757160f56def9798779431
38732,53e9baecb7602d970471d287
21127,53e9adc7b7602d97037cf2bc
52146,53e9a87eb7602d97031cbeba
145367,53e9bd0bb7602d9704993d91
4688,53e9ab90b7602d970353bbf8
133820,53e9bd04b7602d970498d92c
57633,53e9ae55b7602d9703870cbe
85555,5550436f45ce0a409eb476d8
40522,53e99c5fb7602d970250d519
132193,558a8b7884ae84d265be3c5b
130260,53e9afe8b7602d9703a3a366
17802,53e9a00ab7602d97028ed88b
115830,53e9ad04b7602d97036e23fd
66439,53e9a11bb7602d9702a0baab
96164,53e9b260b7602d9703d022e7
42577,558289b30cf2e37586b54bb9
22738,557e38f1d19faf961d168098
36423,53e9b09fb7602d9703b0689d
84454,53e9b2bfb7602d9703d6b507
88940,53e9bdb3b7602d9704a60b54
73376,53e9a25cb7602d9702b63a39
43044,5c04967517c44a2c747093b2
139371,53e9b89ab7602d97044710f3
63082,5bdc319c17c44a1f58a09fc3
114459,53e9b930b7602d970451d394
11001,53e99a85b7602d97022f9bfc
36821,53e999aeb7602d97021f40fe
84897,53e9b6e8b7602d970427d3c0
117063,53e99d1ab7602d97025cdf37
30619,53e9b716b7602d97042af42f
132644,53e9ae97b7602d97038ba41e
61949,53e9ae5cb7602d9703874b93
93166,53e99842b7602d970206d019
15526,53e9a2f3b7602d9702bfd2c1
7545,53e99c60b7602d97025105d1
13491,53e9bd18b7602d97049a18db
90308,53e9a011b7602d97028f1ea8
104019,53e9b768b7602d970430e450
81454,53e99df0b7602d97026afbe5
13694,5550423545ce0a409eb4090f
11880,53e9b9edb7602d97045e6cdc
21910,53e99b2cb7602d97023c60bc
69377,53e9b634b7602d9704191baf
80894,53e9b672b7602d97041d8f8e
131110,53e9be22b7602d9704adf3d5
38915,53e9ad4eb7602d970373371e
135406,53e9aa95b7602d97034110f6
106910,53e9b89bb7602d9704472903
109473,55465d820cf2939c2fee7575
111951,53e9a03bb7602d9702920de1
119037,53e9ae04b7602d970380c64b
106863,56f2a2370cf2782894ec91d1
142564,53e9ba8ab7602d97046aed77
141038,53e9ac3db7602d970360b660
41960,53e9b1f2b7602d9703c89f64
42343,53e9b023b7602d9703a7ba30
101531,53e998c7b7602d9702102b87
